Product_ID,Product_Name,Category,Supplier_ID,Supplier_Name,Stock_Quantity,Reorder_Level,Reorder_Quantity,Unit_Price,Date_Received,Last_Order_Date,Expiration_Date,Warehouse_Location,Sales_Volume,Inventory_Turnover_Rate,Status,Expiry_Class,Days_Until_Expiry,Stock_Age,Stock_Value,Shelf_Life,Remaining_Shelf_Life_Ratio
46-520-1819,Short Grain Rice,Grains & Pulses,10-762-7936,Katz,41,36,78,4.5,2024-07-04,2024-10-04,2025-11-16,805 Nancy Crossing,38,75,Backordered,Not_Expired,70,430,184.5,500,0.14
34-110-1040,Bell Pepper,Fruits & Vegetables,14-427-6604,Leenti,75,85,27,4.5,2024-05-30,2024-06-09,2025-12-01,42397 Knutson Place,26,68,Discontinued,Not_Expired,85,465,337.5,550,0.15454545454545454
35-257-9312,Parmesan Cheese,Dairy,35-927-4986,Photospace,80,100,48,12.0,2024-08-18,2024-10-12,2025-12-29,9463 Northland Court,100,28,Backordered,Not_Expired,113,385,960.0,498,0.22690763052208834
96-316-7600,Bell Pepper,Fruits & Vegetables,76-671-7104,Linklinks,70,31,55,4.5,2024-07-31,2024-07-27,2025-10-26,6 Swallow Crossing,23,80,Discontinued,Not_Expired,49,403,315.0,452,0.1084070796460177
74-562-7431,Vanilla Biscuit,Bakery,66-174-9633,Linkbridge,94,34,21,5.5,2024-03-18,2024-03-20,2026-01-03,79 Ronald Regan Avenue,74,70,Backordered,Not_Expired,118,538,517.0,656,0.1798780487804878
06-849-4869,Sesame Oil,Oils & Fats,39-464-7300,Rhycero,85,15,16,6.5,2024-05-13,2025-02-19,2025-11-17,041 Paget Alley,46,24,Discontinued,Not_Expired,71,482,552.5,553,0.12839059674502712
07-858-5487,Swiss Cheese,Dairy,92-991-6167,Meeveo,64,14,44,8.0,2024-06-23,2024-05-16,2025-12-25,6 Susan Alley,53,33,Active,Not_Expired,109,441,512.0,550,0.19818181818181818
78-362-8578,Lemon,Fruits & Vegetables,57-633-6273,Vimbo,72,32,80,2.45,2024-07-06,2024-11-17,2025-11-17,86 Corben Crossing,25,9,Backordered,Not_Expired,71,428,176.4,499,0.14228456913827656
76-854-0095,White Sugar,Grains & Pulses,38-883-3382,Mydeo,65,61,82,2.0,2024-05-31,2025-02-08,2025-10-10,7834 Cordelia Alley,29,11,Backordered,Not_Expired,33,464,130.0,497,0.06639839034205232
85-781-5386,Salmon,Seafood,89-439-6947,Avavee,78,68,86,15.0,2024-03-25,2024-03-20,2025-12-31,10577 Thierer Plaza,47,95,Discontinued,Not_Expired,115,531,1170.0,646,0.1780185758513932
63-168-6018,Cucumber,Fruits & Vegetables,01-853-2191,Bubblemix,60,63,81,1.8,2025-01-26,2024-10-03,2025-10-07,0847 Artisan Hill,74,31,Active,Not_Expired,30,224,108.0,254,0.11811023622047244
57-779-4955,Black Rice,Grains & Pulses,84-869-9980,Zazio,92,48,22,6.25,2024-11-29,2024-12-01,2025-11-29,38436 Anthes Way,38,61,Backordered,Not_Expired,83,282,575.0,365,0.2273972602739726
60-456-8169,Cheddar Cheese,Dairy,54-529-4459,Oyoba,21,28,72,9.0,2025-01-28,2024-02-28,2025-12-08,710 Service Park,69,51,Backordered,Not_Expired,92,222,189.0,314,0.2929936305732484
38-664-2155,Cauliflower,Fruits & Vegetables,10-540-5841,Realpoint,48,27,73,2.55,2025-01-13,2024-04-12,2025-12-06,843 Pepper Wood Hill,52,97,Discontinued,Not_Expired,90,237,122.39999999999999,327,0.27522935779816515
95-640-0293,Arborio Rice,Grains & Pulses,43-575-2151,Geba,34,32,22,4.5,2024-05-02,2024-11-02,2025-12-07,31 Sullivan Hill,42,27,Active,Not_Expired,91,493,153.0,584,0.1558219178082192
26-161-6692,Zucchini,Fruits & Vegetables,61-796-7912,Kare,61,90,26,2.5,2024-12-22,2024-09-07,2025-12-04,70001 Vahlen Lane,79,84,Discontinued,Not_Expired,88,259,152.5,347,0.25360230547550433
46-931-6897,Cream,Dairy,22-946-8052,Meevee,29,32,26,2.5,2024-09-21,2024-06-15,2025-12-31,44 Kensington Road,64,85,Discontinued,Not_Expired,115,351,72.5,466,0.24678111587982832
59-075-2457,Egg (Goose),Dairy,18-733-2453,Dynava,97,26,15,2.5,2024-08-21,2025-02-03,2025-12-22,2 Barby Lane,33,58,Discontinued,Not_Expired,106,382,242.5,488,0.21721311475409835
15-884-7413,Apple,Fruits & Vegetables,39-412-7454,Geba,77,58,13,3.5,2024-06-22,2024-05-23,2026-01-04,6225 Westend Pass,63,28,Discontinued,Not_Expired,119,442,269.5,561,0.21212121212121213
69-743-0161,Bread Flour,Grains & Pulses,29-774-6779,Twitterwire,99,54,71,1.5,2024-10-22,2024-08-14,2025-12-25,583 Loftsgordon Road,80,10,Discontinued,Not_Expired,109,320,148.5,429,0.2540792540792541
57-101-0060,Whole Wheat Flour,Grains & Pulses,40-070-5881,Topicstorm,59,73,86,2.75,2025-02-13,2025-01-01,2025-10-13,78919 East Crossing,32,56,Backordered,Not_Expired,36,206,162.25,242,0.1487603305785124
71-015-9181,Pomegranate,Fruits & Vegetables,56-196-9896,Tagopia,22,35,55,6.0,2024-08-30,2024-08-27,2025-12-09,62238 Mallory Place,41,27,Active,Not_Expired,93,373,132.0,466,0.19957081545064378
48-957-6116,Eggplant,Fruits & Vegetables,34-334-6888,Topicstorm,31,44,9,3.0,2024-05-30,2024-05-16,2025-12-27,938 Hanover Point,46,9,Discontinued,Not_Expired,111,465,93.0,576,0.19270833333333334
39-315-3936,Heavy Cream,Dairy,99-034-7010,Yata,57,62,72,4.0,2025-02-21,2024-09-25,2025-11-27,850 Glacier Hill Drive,23,4,Backordered,Not_Expired,81,198,228.0,279,0.2903225806451613
22-266-9291,Sardines,Seafood,15-550-0171,Vinder,11,17,59,6.0,2024-07-20,2024-03-27,2025-12-10,111 David Hill,69,100,Backordered,Not_Expired,94,414,66.0,508,0.18503937007874016
13-798-3397,Egg (Turkey),Dairy,89-992-6472,Twimm,86,16,37,2.5,2024-03-27,2024-05-09,2025-12-29,93321 Kennedy Point,34,66,Active,Not_Expired,113,529,215.0,642,0.17601246105919002
31-255-9616,Tuna,Seafood,11-031-9939,Centimia,88,71,9,18.0,2024-03-14,2024-12-28,2025-11-14,9440 Coleman Drive,28,14,Backordered,Not_Expired,68,542,1584.0,610,0.11147540983606558
82-041-7211,Swiss Cheese,Dairy,03-615-0558,Reallinks,49,49,26,8.0,2024-09-10,2024-05-19,2025-11-24,285 1st Park,78,61,Discontinued,Not_Expired,78,362,392.0,440,0.17727272727272728
54-822-9009,Cauliflower,Grains & Pulses,23-197-9965,Shufflester,40,38,32,3.2,2024-10-25,2024-06-08,2025-12-21,64389 Arkansas Alley,21,45,Backordered,Not_Expired,105,317,128.0,422,0.24881516587677724
74-943-9034,White Bread,Bakery,15-739-5480,Tagfeed,30,91,34,2.5,2024-07-11,2024-11-18,2025-12-28,0 Saint Paul Center,97,88,Active,Not_Expired,112,423,75.0,535,0.20934579439252338
28-008-2951,Broccoli,Fruits & Vegetables,64-118-1480,Buzzster,95,29,28,4.0,2024-07-20,2025-01-16,2025-12-25,26 Barnett Junction,52,46,Discontinued,Not_Expired,109,414,380.0,523,0.2084130019120459
45-380-4627,Cabbage,Fruits & Vegetables,20-201-5639,Zoombox,90,1,40,0.9,2024-10-20,2025-01-11,2025-12-16,0 Thackeray Point,52,19,Discontinued,Not_Expired,100,322,81.0,422,0.23696682464454977
07-617-6934,Coconut Sugar,Grains & Pulses,48-700-8059,Feedfire,91,39,48,5.0,2024-03-31,2024-12-21,2025-12-19,9262 Sullivan Crossing,48,18,Active,Not_Expired,103,525,455.0,628,0.16401273885350318
98-064-4465,Mozzarella Cheese,Dairy,93-719-9817,Feedfire,96,38,17,7.0,2024-04-19,2024-10-01,2025-12-22,109 Twin Pines Avenue,72,84,Active,Not_Expired,106,506,672.0,612,0.17320261437908496
98-556-5323,Pomegranate,Fruits & Vegetables,21-490-8051,Dynabox,60,61,2,6.0,2024-05-13,2024-08-12,2025-11-03,005 Tomscot Hill,96,50,Active,Not_Expired,57,482,360.0,539,0.10575139146567718
36-330-5036,Salmon,Seafood,52-359-1255,Mycat,79,28,4,15.0,2025-02-01,2024-09-20,2025-10-16,21 Golden Leaf Hill,42,46,Active,Not_Expired,39,218,1185.0,257,0.1517509727626459
00-357-2313,Avocado Oil,Oils & Fats,93-619-6639,Quamba,10,86,23,10.0,2024-06-29,2024-11-26,2025-11-08,0 Oxford Crossing,24,52,Backordered,Not_Expired,62,435,100.0,497,0.12474849094567404
84-272-0790,Blueberries,Fruits & Vegetables,00-635-4638,Eidel,28,86,44,10.0,2024-05-23,2024-11-18,2025-10-07,53 Caliangt Junction,48,12,Backordered,Not_Expired,30,472,280.0,502,0.05976095617529881
60-747-8704,Papaya,Fruits & Vegetables,93-793-4398,Twitterwire,97,97,71,4.5,2024-07-12,2024-09-29,2025-10-23,561 Pennsylvania Way,53,31,Active,Not_Expired,46,422,436.5,468,0.09829059829059829
37-064-7275,Robusta Coffee,Beverages,63-522-2633,Skiptube,20,42,45,10.0,2024-03-22,2024-06-25,2025-12-19,149 Lawn Way,72,28,Discontinued,Not_Expired,103,534,200.0,637,0.16169544740973313
36-679-4670,Bell Pepper,Fruits & Vegetables,60-508-7567,Fatz,90,22,20,4.5,2024-06-30,2025-02-22,2025-12-29,5 Warner Court,81,88,Backordered,Not_Expired,113,434,405.0,547,0.20658135283363802
28-185-7303,Robusta Coffee,Beverages,97-143-0641,Yozio,59,31,3,10.0,2024-09-15,2025-01-21,2025-10-16,25696 Westerfield Alley,48,51,Active,Not_Expired,39,357,590.0,396,0.09848484848484848
55-154-4728,Arabica Coffee,Beverages,33-466-7894,Yotz,65,63,41,20.0,2024-04-02,2025-01-07,2025-11-17,96 Westridge Junction,28,26,Backordered,Not_Expired,71,523,1300.0,594,0.11952861952861953
49-730-0159,Cream,Dairy,62-766-8232,Riffpedia,82,3,82,2.4,2024-10-03,2024-12-10,2025-11-26,09189 2nd Drive,48,31,Active,Not_Expired,80,339,196.79999999999998,419,0.1909307875894988
09-618-2842,White Sugar,Grains & Pulses,68-415-1025,Yambee,38,82,17,2.0,2024-12-29,2024-03-21,2026-01-04,642 Arizona Point,52,47,Discontinued,Not_Expired,119,252,76.0,371,0.32075471698113206
90-230-9767,Long Grain Rice,Grains & Pulses,70-515-9048,Voonyx,67,88,32,1.5,2024-04-06,2024-05-01,2025-11-27,00397 Bay Terrace,66,42,Discontinued,Not_Expired,81,519,100.5,600,0.135
77-827-0820,Sesame Oil,Oils & Fats,46-590-7639,Youopia,97,20,8,6.5,2024-06-16,2024-11-06,2025-12-23,8851 Superior Park,51,51,Active,Not_Expired,107,448,630.5,555,0.1927927927927928
03-149-9760,Whipped Cream,Dairy,08-141-2402,Yotz,92,99,93,4.0,2025-02-19,2024-07-13,2025-11-14,554 Eliot Point,43,90,Discontinued,Not_Expired,68,200,368.0,268,0.2537313432835821
26-799-3714,Robusta Coffee,Beverages,50-877-0990,Mymm,74,2,45,10.0,2024-02-29,2025-02-03,2025-11-09,49225 Homewood Place,37,99,Active,Not_Expired,63,556,740.0,619,0.10177705977382875
31-746-4951,Whole Wheat Flour,Grains & Pulses,70-212-0990,Gigaclub,67,60,21,2.75,2024-04-03,2024-05-20,2025-10-12,759 Waywood Court,30,6,Active,Not_Expired,35,522,184.25,557,0.06283662477558348
55-936-2406,Bread Flour,Grains & Pulses,29-689-5014,Mynte,27,93,88,1.5,2024-11-16,2024-03-09,2025-12-01,52691 8th Drive,66,13,Active,Not_Expired,85,295,40.5,380,0.2236842105263158
64-854-8664,Peanut Oil,Oils & Fats,19-893-7698,Pixoboo,79,3,36,4.0,2024-08-16,2025-01-25,2025-11-26,76 Independence Drive,46,29,Discontinued,Not_Expired,80,387,316.0,467,0.17130620985010706
11-325-7396,Mango,Fruits & Vegetables,98-940-7545,Skipfire,92,46,13,5.0,2024-07-28,2024-10-18,2025-10-11,387 Jay Point,24,75,Discontinued,Not_Expired,34,406,460.0,440,0.07727272727272727
36-372-2295,Basmati Rice,Grains & Pulses,85-823-7428,Skimia,55,13,71,4.45,2024-04-26,2024-10-22,2025-10-21,98 Bartillon Trail,37,4,Backordered,Not_Expired,44,499,244.75,543,0.08103130755064457
31-387-5020,Parmesan Cheese,Dairy,02-811-7933,Buzzbean,63,41,98,11.9,2024-10-22,2024-12-17,2025-12-11,854 Kipling Point,37,7,Active,Not_Expired,95,320,749.7,415,0.2289156626506024
11-604-6002,Canola Oil,Oils & Fats,50-862-4552,Kimia,69,17,27,2.3,2025-01-14,2024-06-18,2025-12-27,17640 Cottonwood Place,79,75,Backordered,Not_Expired,111,236,158.7,347,0.31988472622478387
19-854-3663,Watermelon,Fruits & Vegetables,72-509-7548,Dabjam,13,88,11,3.0,2024-11-19,2024-05-05,2025-11-25,4 Dakota Avenue,100,52,Backordered,Not_Expired,79,292,39.0,371,0.21293800539083557
15-796-3130,Rye Bread,Bakery,45-912-2948,Kwilith,50,58,78,3.0,2024-10-14,2024-04-17,2025-10-29,85 Lunder Court,83,49,Active,Not_Expired,52,328,150.0,380,0.1368421052631579
16-380-0753,Apricot,Fruits & Vegetables,24-603-5521,Quinu,38,22,71,5.0,2024-10-07,2024-05-16,2025-12-02,701 Logan Court,33,62,Active,Not_Expired,86,335,190.0,421,0.2042755344418052
47-221-3391,Black Coffee,Beverages,21-450-5520,Digitube,78,38,27,15.0,2024-04-06,2024-07-09,2025-12-27,0023 Upham Road,54,42,Active,Not_Expired,111,519,1170.0,630,0.1761904761904762
08-226-5155,Bell Pepper,Fruits & Vegetables,64-584-7898,Zava,49,93,15,4.5,2024-04-27,2024-05-01,2025-12-24,81503 Graedel Plaza,52,31,Backordered,Not_Expired,108,498,220.5,606,0.1782178217821782
56-191-6497,Bread Flour,Grains & Pulses,65-395-5947,Bubblebox,97,41,68,1.5,2025-01-14,2024-10-04,2025-10-19,844 Schurz Point,35,16,Discontinued,Not_Expired,42,236,145.5,278,0.1510791366906475
02-508-3777,Egg (Quail),Dairy,69-933-2582,Realpoint,97,88,81,0.8,2024-11-05,2024-07-07,2025-12-11,895 Northland Hill,97,18,Discontinued,Not_Expired,95,306,77.60000000000001,401,0.23690773067331672
94-071-2261,Pear,Fruits & Vegetables,25-706-2146,Roodel,79,37,98,4.5,2024-09-01,2024-03-02,2025-10-20,2004 Cody Plaza,33,20,Discontinued,Not_Expired,43,371,355.5,414,0.10386473429951691
74-666-5671,Tuna,Seafood,58-657-7257,Youspan,37,33,80,18.0,2024-12-21,2024-05-10,2025-12-16,11263 Kipling Hill,27,73,Backordered,Not_Expired,100,260,666.0,360,0.2777777777777778
35-328-8392,Long Grain Rice,Grains & Pulses,52-340-4509,Ainyx,39,2,71,1.45,2024-04-29,2024-03-18,2025-10-22,09 Londonderry Hill,20,70,Backordered,Not_Expired,45,496,56.55,541,0.08317929759704251
95-354-8583,Long Grain Rice,Grains & Pulses,02-057-9401,Meevee,98,40,93,1.5,2025-02-19,2025-02-11,2025-10-08,848 Mariners Cove Junction,30,53,Active,Not_Expired,31,200,147.0,231,0.1341991341991342
76-954-1442,Arabica Coffee,Beverages,68-200-8955,Mynte,97,77,99,20.0,2024-11-22,2024-04-24,2025-11-30,43024 Elka Avenue,74,98,Backordered,Not_Expired,84,289,1940.0,373,0.225201072386059
70-612-2531,Pineapple,Fruits & Vegetables,94-217-4781,Flipbug,48,48,39,3.45,2024-03-17,2025-01-25,2025-10-30,4 Raven Drive,51,50,Discontinued,Not_Expired,53,539,165.60000000000002,592,0.08952702702702703
10-768-2443,Multigrain Bread,Bakery,44-451-2764,Katz,93,55,95,3.25,2025-02-11,2024-03-05,2025-11-17,4 Orin Lane,56,72,Backordered,Not_Expired,71,208,302.25,279,0.25448028673835127
27-881-1177,Green Tea,Beverages,64-807-5250,Skalith,34,47,99,8.0,2025-01-23,2024-07-03,2025-12-02,1223 Monument Drive,97,47,Backordered,Not_Expired,86,227,272.0,313,0.2747603833865815
65-368-2479,Egg (Turkey),Dairy,99-570-8162,Browsedrive,23,21,59,2.4,2024-08-15,2024-03-10,2025-11-06,231 Merry Pass,81,8,Active,Not_Expired,60,388,55.199999999999996,448,0.13392857142857142
34-709-9237,Carrot,Fruits & Vegetables,66-680-8738,Gigaclub,61,81,99,1.5,2024-10-27,2024-03-13,2025-11-27,1509 Hoard Circle,26,76,Discontinued,Not_Expired,81,315,91.5,396,0.20454545454545456
83-400-9746,Mozzarella Cheese,Dairy,02-510-0629,Eidel,24,1,65,7.0,2024-11-18,2024-07-12,2025-11-23,40 Merchant Terrace,58,61,Active,Not_Expired,77,293,168.0,370,0.20810810810810812
31-157-1822,Ricotta Cheese,Dairy,53-998-1422,Kwideo,96,80,20,6.1,2024-12-19,2024-07-30,2025-12-19,803 Cottonwood Crossing,94,49,Discontinued,Not_Expired,103,262,585.5999999999999,365,0.2821917808219178
03-833-3577,Cucumber,Fruits & Vegetables,87-032-6971,Kanoodle,67,14,25,1.8,2024-05-02,2024-08-20,2025-10-21,38 Killdeer Point,81,77,Active,Not_Expired,44,493,120.60000000000001,537,0.08193668528864059
63-822-5278,Pomegranate,Fruits & Vegetables,27-636-1606,Kamba,14,66,1,6.0,2024-08-13,2024-12-13,2025-12-19,5900 Vahlen Avenue,86,15,Backordered,Not_Expired,103,390,84.0,493,0.20892494929006086
20-031-0532,Mango,Fruits & Vegetables,35-835-8848,Oyoloo,32,63,92,4.9,2024-11-17,2024-07-25,2026-01-03,8239 Laurel Way,84,34,Discontinued,Not_Expired,118,294,156.8,412,0.28640776699029125
39-913-2999,Evaporated Milk,Dairy,74-119-8973,Centimia,23,99,97,2.0,2024-06-09,2024-04-06,2025-12-15,15 Oriole Park,68,76,Discontinued,Not_Expired,99,455,46.0,554,0.17870036101083034
94-697-2396,Sourdough Bread,Bakery,34-161-7429,Zoomlounge,71,97,44,4.0,2024-11-27,2024-02-26,2025-12-17,44 Thompson Terrace,58,14,Discontinued,Not_Expired,101,284,284.0,385,0.2623376623376623
06-731-2162,Lemon,Fruits & Vegetables,17-546-8875,Meejo,87,1,98,2.5,2024-04-07,2024-10-07,2025-11-13,30968 Anzinger Court,61,84,Discontinued,Not_Expired,67,518,217.5,585,0.11452991452991453
55-164-7723,Halibut,Seafood,85-454-9252,Gevee,82,31,86,20.0,2024-04-10,2024-05-17,2025-11-18,6410 Northwestern Pass,66,74,Active,Not_Expired,72,515,1640.0,587,0.12265758091993186
10-137-9759,Watermelon,Fruits & Vegetables,23-688-6256,Trupe,90,17,17,3.0,2024-03-31,2024-09-03,2025-12-24,402 Kings Road,82,84,Backordered,Not_Expired,108,525,270.0,633,0.17061611374407584
13-962-6263,Sweet Potato,Fruits & Vegetables,26-061-5253,Trupe,49,1,28,2.0,2024-12-01,2024-12-23,2025-12-18,7015 Ramsey Lane,97,95,Active,Not_Expired,102,280,98.0,382,0.2670157068062827
76-325-9093,Sesame Oil,Oils & Fats,67-922-3399,Feedbug,27,92,56,6.5,2024-04-18,2024-10-19,2025-11-27,01471 Burrows Lane,29,32,Discontinued,Not_Expired,81,507,175.5,588,0.1377551020408163
72-970-0239,Sesame Oil,Oils & Fats,64-752-3122,Divanoodle,85,86,21,6.5,2024-06-30,2024-07-24,2026-01-03,73966 Pond Trail,78,53,Backordered,Not_Expired,118,434,552.5,552,0.213768115942029
39-479-5147,Tuna,Seafood,02-156-7270,Meedoo,92,68,79,18.0,2024-12-24,2024-08-18,2025-12-04,14 Talmadge Park,40,57,Discontinued,Not_Expired,88,257,1656.0,345,0.25507246376811593
02-559-8196,Mango,Fruits & Vegetables,44-495-6660,Jaxnation,61,14,49,5.2,2024-06-10,2024-12-12,2025-10-24,545 Linden Alley,74,35,Discontinued,Not_Expired,47,454,317.2,501,0.09381237524950099
12-093-9863,Arborio Rice,Grains & Pulses,21-416-3796,Feednation,51,19,96,4.5,2024-11-23,2025-02-09,2025-12-11,6748 Mitchell Road,73,42,Active,Not_Expired,95,288,229.5,383,0.24804177545691905
87-903-3486,Peanut Oil,Oils & Fats,90-378-8463,Twitterbeat,21,25,39,4.0,2024-07-30,2024-09-10,2025-11-26,99 Twin Pines Alley,79,30,Active,Not_Expired,80,404,84.0,484,0.1652892561983471
50-364-5828,Coconut,Fruits & Vegetables,17-239-6309,Mydo,89,57,92,5.0,2024-08-15,2024-06-14,2025-10-13,772 Golf Course Junction,38,16,Active,Not_Expired,36,388,445.0,424,0.08490566037735849
46-753-8430,Feta Cheese,Dairy,35-042-9391,Rhynyx,98,77,7,7.0,2024-10-02,2024-11-19,2025-12-30,60356 Derek Lane,92,29,Discontinued,Not_Expired,114,340,686.0,454,0.2511013215859031
56-657-4387,White Bread,Bakery,78-629-7560,Meevee,61,77,45,2.5,2024-03-21,2024-02-29,2025-12-11,5 Lyons Street,51,48,Backordered,Not_Expired,95,535,152.5,630,0.15079365079365079
55-522-8242,Whipped Cream,Dairy,48-884-5431,Feedbug,29,36,40,4.0,2024-11-08,2024-03-30,2025-11-03,7 Spohn Avenue,60,96,Backordered,Not_Expired,57,303,116.0,360,0.15833333333333333
58-122-2282,Black Tea,Beverages,55-773-9118,Ozu,59,20,17,5.0,2024-12-06,2024-06-30,2025-10-25,96 American Ash Center,45,15,Discontinued,Not_Expired,48,275,295.0,323,0.14860681114551083
92-995-8689,Cheddar Cheese,Dairy,18-682-7828,Wordify,31,65,94,9.0,2024-12-03,2024-10-17,2025-12-07,1 Merchant Circle,63,7,Backordered,Not_Expired,91,278,279.0,369,0.24661246612466126
47-221-2470,Pomegranate,Fruits & Vegetables,30-780-7583,Teklist,17,45,44,6.0,2024-07-25,2024-04-03,2025-12-24,60 Messerschmidt Pass,37,16,Active,Not_Expired,108,409,102.0,517,0.20889748549323017
08-573-9997,Pomegranate,Fruits & Vegetables,95-734-4024,Meevee,26,1,9,6.0,2025-02-10,2024-04-05,2025-11-30,03 Little Fleur Pass,82,8,Backordered,Not_Expired,84,209,156.0,293,0.28668941979522183
14-115-8371,Chocolate Biscuit,Bakery,80-833-3051,Yakitri,23,76,70,5.0,2025-01-07,2024-09-19,2025-11-04,40 Cody Pass,97,38,Backordered,Not_Expired,58,243,115.0,301,0.19269102990033224
15-907-3681,Plum,Fruits & Vegetables,72-931-9828,Brainsphere,20,42,21,3.85,2024-11-28,2025-01-27,2025-12-05,21633 Sycamore Center,61,25,Discontinued,Not_Expired,89,283,77.0,372,0.239247311827957
02-920-4829,White Bread,Bakery,41-587-4864,Skyble,92,87,84,2.5,2024-10-19,2024-06-14,2025-12-20,4 Judy Hill,61,31,Backordered,Not_Expired,104,323,230.0,427,0.24355971896955503
27-262-2437,Swiss Cheese,Dairy,05-181-2682,Skidoo,80,9,29,8.1,2024-08-26,2024-11-20,2025-11-17,739 Swallow Road,54,62,Active,Not_Expired,71,377,648.0,448,0.15848214285714285
61-796-6540,Ricotta Cheese,Dairy,40-002-8400,Fliptune,88,4,79,6.0,2024-04-24,2024-06-02,2025-10-14,126 Spohn Plaza,23,39,Discontinued,Not_Expired,37,501,528.0,538,0.0687732342007435
36-177-0573,Egg (Turkey),Dairy,62-687-0951,Oyondu,92,1,23,2.5,2024-08-27,2024-10-02,2025-10-30,35 Portage Road,78,36,Discontinued,Not_Expired,53,376,230.0,429,0.12354312354312354
00-215-7434,Egg (Goose),Dairy,85-272-3969,Quatz,14,63,74,2.5,2024-04-28,2025-02-19,2025-12-20,389 Ridgeway Park,59,63,Backordered,Not_Expired,104,497,35.0,601,0.17304492512479203
86-273-9377,White Rice,Grains & Pulses,38-330-5543,Eimbee,18,86,20,1.8,2024-12-26,2024-12-04,2025-12-30,1 Hollow Ridge Park,64,34,Discontinued,Not_Expired,114,255,32.4,369,0.3089430894308943
99-048-8310,Tomato,Fruits & Vegetables,70-453-8646,Demimbu,32,49,73,2.5,2024-07-06,2024-04-22,2025-12-29,43 Lakewood Junction,80,36,Discontinued,Not_Expired,113,428,80.0,541,0.2088724584103512
01-026-2772,Blueberries,Fruits & Vegetables,20-532-0144,Buzzbean,40,61,47,10.0,2024-08-28,2024-06-11,2025-11-09,3 Bunting Point,76,10,Discontinued,Not_Expired,63,375,400.0,438,0.14383561643835616
66-268-8345,Greek Yogurt,Dairy,32-182-1895,Thoughtstorm,91,84,11,3.0,2024-12-04,2024-06-02,2025-10-08,550 Clemons Plaza,56,90,Active,Not_Expired,31,277,273.0,308,0.10064935064935066
49-570-8214,Sour Cream,Dairy,17-345-5800,Realblab,81,76,10,4.0,2024-05-13,2024-05-27,2025-12-04,1823 Elgar Park,68,100,Backordered,Not_Expired,88,482,324.0,570,0.1543859649122807
54-109-8062,Sushi Rice,Grains & Pulses,04-726-3363,Linklinks,75,69,100,4.5,2024-07-11,2025-01-19,2025-12-23,67 Little Fleur Road,43,18,Backordered,Not_Expired,107,423,337.5,530,0.2018867924528302
21-993-5632,Watermelon,Fruits & Vegetables,26-860-4618,Innotype,51,72,85,3.0,2024-03-23,2024-04-14,2025-12-25,16730 Luster Alley,23,17,Active,Not_Expired,109,533,153.0,642,0.16978193146417445
04-104-6993,Buttermilk,Dairy,06-776-1072,Trilia,60,1,42,2.45,2024-11-16,2024-08-27,2025-10-25,55095 Northview Drive,42,91,Active,Not_Expired,48,295,147.0,343,0.13994169096209913
90-773-9557,Butter,Dairy,02-165-5779,Npath,85,28,21,3.0,2024-08-20,2024-06-30,2025-11-03,904 Del Mar Crossing,45,89,Active,Not_Expired,57,383,255.0,440,0.12954545454545455
49-311-3063,Kiwi,Fruits & Vegetables,15-947-9718,Talane,47,75,53,6.0,2025-02-06,2024-10-03,2025-10-22,71 Bultman Drive,70,20,Discontinued,Not_Expired,45,213,282.0,258,0.1744186046511628
40-126-0515,Carrot,Fruits & Vegetables,78-379-0369,Gigashots,74,37,57,1.5,2025-02-14,2024-03-04,2025-12-13,28351 Cascade Plaza,91,18,Active,Not_Expired,97,205,111.0,302,0.3211920529801324
67-248-6306,Cauliflower,Fruits & Vegetables,86-173-6891,Avamm,77,54,10,2.5,2024-07-27,2024-10-02,2025-10-30,05 Bartelt Street,64,73,Active,Not_Expired,53,407,192.5,460,0.11521739130434783
44-782-1395,Raw Sugar,Grains & Pulses,54-132-9762,Flipopia,72,72,68,1.5,2024-09-29,2024-06-26,2025-10-30,365 Vera Terrace,39,78,Active,Not_Expired,53,343,108.0,396,0.13383838383838384
96-682-8546,Egg (Chicken),Dairy,03-882-3517,Kaymbo,70,29,24,0.2,2024-03-31,2024-10-26,2025-10-09,97 Walton Avenue,62,55,Backordered,Not_Expired,32,525,14.0,557,0.05745062836624776
80-698-0324,Butter Biscuit,Bakery,98-587-7923,Bluejam,84,58,28,6.0,2024-04-17,2025-02-04,2025-12-05,7 Duke Parkway,51,12,Active,Not_Expired,89,508,504.0,597,0.1490787269681742
10-034-7654,Bread Flour,Grains & Pulses,27-292-4656,Zava,70,96,92,1.5,2024-04-18,2024-10-25,2026-01-01,21 Esker Way,27,58,Backordered,Not_Expired,116,507,105.0,623,0.18619582664526485
56-054-8664,Lemon,Fruits & Vegetables,53-247-1844,Centimia,59,82,69,2.45,2024-05-04,2024-03-25,2026-01-03,01 Straubel Hill,30,34,Discontinued,Not_Expired,118,491,144.55,609,0.19376026272577998
87-997-0228,Watermelon,Fruits & Vegetables,55-156-6528,Topicblab,71,4,37,3.0,2024-09-15,2024-10-24,2025-12-18,26240 Maple Wood Place,81,25,Discontinued,Not_Expired,102,357,213.0,459,0.2222222222222222
28-505-8317,Watermelon,Fruits & Vegetables,61-755-4469,Digitube,23,85,94,3.0,2024-10-12,2024-07-23,2025-12-02,848 Old Gate Parkway,92,72,Backordered,Not_Expired,86,330,69.0,416,0.20673076923076922
